,DATUM,EMITTENT,TYP,ART DER RECHTE,GESAMTZAHL DER RECHTE,WERT,DETAILS
1462,12.12.2019,Private Equity Holding AG,Erwerb,Namenaktien,200,11800.00,
1463,12.12.2019,SGS SA,Veräusserung,Namenaktien,50,129755.00,
1464,12.12.2019,Sonova Holding AG,Veräusserung,Namenaktien,643,70987.20,
1465,11.12.2019,Alpine Select AG,Erwerb,Namenaktien,2658,37743.60,
1466,11.12.2019,Dottikon ES Holding AG,Erwerb,Namenaktien,423,253194.00,
1467,11.12.2019,Elma Electronic AG,Erwerb,Namenaktien,8,3512.00,
1468,11.12.2019,SF Urban Properties AG,Veräusserung,Namenaktien,30,2940.00,
1469,11.12.2019,The Swatch Group AG,Veräusserung,Namenaktien,6500,331749.30,
1470,11.12.2019,u-blox Holding AG,Veräusserung,Namenaktien,1000,95000.00,
1471,10.12.2019,AEVIS VICTORIA SA,Erwerb,Namenaktien,500,7300.00,
1472,10.12.2019,Bell Food Group AG,Erwerb,Namenaktien,100,21350.00,
1473,10.12.2019,Bell Food Group AG,Erwerb,Namenaktien,100,21350.00,
1476,10.12.2019,Bell Food Group AG,Erwerb,Namenaktien,100,21350.00,
1477,10.12.2019,Bell Food Group AG,Erwerb,Namenaktien,100,21350.00,
1478,10.12.2019,Bell Food Group AG,Erwerb,Namenaktien,100,21350.00,
1479,10.12.2019,Bell Food Group AG,Erwerb,Namenaktien,99,21136.50,
1480,10.12.2019,Bell Food Group AG,Erwerb,Namenaktien,50,10675.00,
1481,10.12.2019,Compagnie Financière Tradition S.A.,Veräusserung,Inhaberaktien,1645,173426.428,
1482,10.12.2019,Compagnie Financière Tradition S.A.,Veräusserung,Inhaberaktien,355,37275.00,
1483,10.12.2019,Groupe Minoteries SA,Veräusserung,Namenaktien,200,68896.00,
1484,10.12.2019,Rieter Holding AG,Erwerb,Namenaktien,1,130000.00,
1485,10.12.2019,SGS SA,Veräusserung,Call Optionen,27031,216248.00,
1486,10.12.2019,SGS SA,Veräusserung,Namenaktien,4,10388.00,
1487,10.12.2019,Sonova Holding AG,Erwerb,Namenaktien,150,33340.00,
1488,10.12.2019,VZ Holding AG,Veräusserung,Namenaktien,127,38544.50,
1489,09.12.2019,AEVIS VICTORIA SA,Erwerb,Namenaktien,500,7140.00,
1490,09.12.2019,Castle Alternative Invest AG,Veräusserung,Namenaktien,500,6800.00,
1491,09.12.2019,Crealogix Holding AG,Erwerb,Namenaktien,750,70650.00,
1492,09.12.2019,Crealogix Holding AG,Erwerb,Namenaktien,750,70650.00,
1493,09.12.2019,Crealogix Holding AG,Erwerb,Namenaktien,600,57720.00,
1494,09.12.2019,Crealogix Holding AG,Erwerb,Namenaktien,600,57720.00,
1495,09.12.2019,Crealogix Holding AG,Erwerb,Namenaktien,500,48100.00,
1498,09.12.2019,Crealogix Holding AG,Erwerb,Namenaktien,450,42390.00,
1499,09.12.2019,Crealogix Holding AG,Erwerb,Namenaktien,264,25400.00,
1500,09.12.2019,Elma Electronic AG,Erwerb,Namenaktien,24,10560.00,
1501,09.12.2019,LEM Holding SA,Erwerb,Namenaktien,50,67330.00,
1502,09.12.2019,SF Urban Properties AG,Erwerb,Namenaktien,200,19600.00,
1503,09.12.2019,The Swatch Group AG,Erwerb,Inhaberaktien,40,10792.00,
1504,09.12.2019,VZ Holding AG,Veräusserung,Namenaktien,260,26325.00,
1505,09.12.2019,Zur Rose Group AG,Veräusserung,Namenaktien,2000,192000.00,
1506,06.12.2019,AEVIS VICTORIA SA,Erwerb,Namenaktien,3500,49560.00,
1507,06.12.2019,Alpine Select AG,Veräusserung,Namenaktien,4808,68273.60,
1508,06.12.2019,BVZ Holding AG,Veräusserung,Namenaktien,49,56210.00,
1509,06.12.2019,Banque Cantonale Vaudoise,Erwerb,Namenaktien,19,14668.00,
1510,06.12.2019,LEM Holding SA,Erwerb,Namenaktien,50,67492.00,
1511,06.12.2019,UBS Group AG,Veräusserung,Namenaktien,1,600000.00,
1512,06.12.2019,Zur Rose Group AG,Veräusserung,Namenaktien,2000,191000.00,
1513,05.12.2019,ASMALLWORLD AG,Veräusserung,Namenaktien,86805,249998.40,
1514,05.12.2019,Alpine Select AG,Veräusserung,Namenaktien,5492,77986.40,
1515,05.12.2019,Alpine Select AG,Erwerb,Namenaktien,50,705.00,
1516,05.12.2019,Castle Alternative Invest AG,Veräusserung,Namenaktien,8000,108000.00,
1517,05.12.2019,Castle Alternative Invest AG,Veräusserung,Namenaktien,750,10275.00,
1520,05.12.2019,Dottikon ES Holding AG,Erwerb,Namenaktien,174,102662.00,
1521,05.12.2019,UBS Group AG,Erwerb,Namenaktien,1,212500.00,
1522,05.12.2019,Zur Rose Group AG,Veräusserung,Namenaktien,1600,152800.00,
1523,05.12.2019,nebag ag,Veräusserung,Namenaktien,13115,131150.00,
1524,04.12.2019,AEVIS VICTORIA SA,Erwerb,Namenaktien,50000,644000.00,
1525,04.12.2019,AEVIS VICTORIA SA,Erwerb,Namenaktien,500,7150.00,
1526,04.12.2019,Alpine Select AG,Erwerb,Namenaktien,3920,55618.00,
1527,04.12.2019,Compagnie Financière Tradition S.A.,Veräusserung,Inhaberaktien,2000,208453.00,
1528,04.12.2019,Kardex AG,Veräusserung,Namenaktien,9000,1471014.00,
1529,04.12.2019,Logitech International S.A.,Veräusserung,Namenaktien,17820,614366.72,
1530,04.12.2019,Phoenix Mecano AG,Erwerb,Inhaberaktien,64,28448.00,
1531,04.12.2019,Sonova Holding AG,Erwerb,Namenaktien,3600,794880.00,
1532,04.12.2019,UBS Group AG,Erwerb,Namenaktien,1,262500.00,
1533,04.12.2019,VZ Holding AG,Veräusserung,Namenaktien,480,48415.00,
1534,04.12.2019,Zur Rose Group AG,Veräusserung,Namenaktien,2400,228128.00,
1535,03.12.2019,AEVIS VICTORIA SA,Erwerb,Namenaktien,50000,380000.00,
1536,03.12.2019,AEVIS VICTORIA SA,Erwerb,Call Optionen,10000,264000.00,
1537,03.12.2019,AEVIS VICTORIA SA,Erwerb,Namenaktien,2000,28100.00,
1538,03.12.2019,Alpine Select AG,Erwerb,Namenaktien,300,4230.00,
1539,03.12.2019,Castle Alternative Invest AG,Veräusserung,Put Optionen,8000,3200.00,
1542,03.12.2019,Dottikon ES Holding AG,Erwerb,Namenaktien,99,57460.00,
1543,03.12.2019,Galenica AG,Erwerb,Namenaktien,1,143333.00,
1544,03.12.2019,Logitech International S.A.,Veräusserung,Namenaktien,26473,911766.23,
1545,03.12.2019,Private Equity Holding AG,Erwerb,Namenaktien,200,11600.00,
1546,03.12.2019,Rieter Holding AG,Erwerb,Namenaktien,1,50000.00,
1547,03.12.2019,Sonova Holding AG,Erwerb,Namenaktien,150,33000.00,
1548,03.12.2019,VZ Holding AG,Veräusserung,Namenaktien,1430,142325.50,
1549,03.12.2019,u-blox Holding AG,Veräusserung,Namenaktien,2000,185160.40,
1550,02.12.2019,Alcon Inc.,Erwerb,Namenaktien,7000,388780.00,
1551,02.12.2019,Alpine Select AG,Erwerb,Namenaktien,92,1297.20,
1552,02.12.2019,BVZ Holding AG,Veräusserung,Namenaktien,151,176480.00,
1553,02.12.2019,Banque Cantonale de Genève,Veräusserung,Namenaktien,416,81120.00,
1554,02.12.2019,Galenica AG,Erwerb,Namenaktien,1,73333.00,
1555,02.12.2019,Galenica AG,Erwerb,Namenaktien,1,60000.00,
1556,02.12.2019,Kuros Biosciences AG,Erwerb,Namenaktien,100000,195000.00,
1557,02.12.2019,Logitech International S.A.,Veräusserung,Namenaktien,26557,937794.11,
1558,02.12.2019,Peach Property Group AG,Veräusserung,Namenaktien,1216,45831.65,
1559,02.12.2019,Private Equity Holding AG,Erwerb,Namenaktien,150,8775.00,
1560,02.12.2019,Rieter Holding AG,Erwerb,Namenaktien,1,53333.00,
1561,02.12.2019,Roche Holding AG,Erwerb,Andere Titel,691,213519.00,
1564,02.12.2019,Straumann Holding AG,Veräusserung,Namenaktien,200,190880.00,
1565,02.12.2019,VZ Holding AG,Veräusserung,Namenaktien,273,81763.50,
1566,02.12.2019,Walliser Kantonalbank,Veräusserung,Namenaktien,170,19720.00,
1567,02.12.2019,Zur Rose Group AG,Veräusserung,Namenaktien,2000,190000.00,
1568,02.12.2019,Zurich Insurance Group AG,Veräusserung,Namenaktien,789,307839.60,
1569,30.11.2019,Rieter Holding AG,Erwerb,Namenaktien,1,130000.00,
1570,30.11.2019,Rieter Holding AG,Erwerb,Namenaktien,1,100000.00,
1571,29.11.2019,Alpine Select AG,Veräusserung,Namenaktien,1500,21300.00,
1572,29.11.2019,Alpine Select AG,Erwerb,Namenaktien,1,14.10,
1573,29.11.2019,BVZ Holding AG,Erwerb,Namenaktien,10,11700.00,
1574,29.11.2019,Barry Callebaut AG,Veräusserung,Namenaktien,200,406000.00,
1575,29.11.2019,Dottikon ES Holding AG,Erwerb,Namenaktien,364,197174.00,
1576,29.11.2019,Edisun Power Europe AG,Erwerb,Namenaktien,41006,5125750.00,
1577,29.11.2019,Edisun Power Europe AG,Erwerb,Namenaktien,1750,218750.00,
1578,29.11.2019,Edisun Power Europe AG,Erwerb,Namenaktien,1410,176250.00,
1579,29.11.2019,Edisun Power Europe AG,Erwerb,Namenaktien,1078,134750.00,
1580,29.11.2019,Edisun Power Europe AG,Erwerb,Namenaktien,850,106250.00,
1581,29.11.2019,Elma Electronic AG,Erwerb,Namenaktien,34,14960.00,
1582,29.11.2019,Rieter Holding AG,Erwerb,Namenaktien,1,330000.00,
1583,29.11.2019,Rieter Holding AG,Erwerb,Namenaktien,1,127500.00,
1586,29.11.2019,Roche Holding AG,Veräusserung,Andere Titel,2000,617000.00,
1587,29.11.2019,Straumann Holding AG,Veräusserung,Namenaktien,630,600390.00,
1588,29.11.2019,VP Bank AG,Veräusserung,Namenaktien,500,75797.14,
1589,28.11.2019,Banque Cantonale de Genève,Veräusserung,Namenaktien,100,19600.00,
1590,28.11.2019,Elma Electronic AG,Erwerb,Namenaktien,38,16720.00,
1591,28.11.2019,Glarner Kantonalbank,Erwerb,Namenaktien,250,7975.00,
1592,28.11.2019,Lalique Group SA,Erwerb,Namenaktien,700,27680.00,
1593,28.11.2019,Meier Tobler Group AG,Erwerb,Namenaktien,1,308800.00,
1594,28.11.2019,Meier Tobler Group AG,Erwerb,Namenaktien,1,95600.00,
1595,28.11.2019,Meier Tobler Group AG,Erwerb,Namenaktien,1,79600.00,
1596,28.11.2019,Meier Tobler Group AG,Erwerb,Namenaktien,1,77100.00,
1597,28.11.2019,Roche Holding AG,Veräusserung,Andere Titel,1366,421606.10,
1598,28.11.2019,Roche Holding AG,Erwerb,Andere Titel,753,232677.00,
1599,28.11.2019,VP Bank AG,Veräusserung,Namenaktien,600,90510.96,
1600,28.11.2019,Walliser Kantonalbank,Veräusserung,Namenaktien,229,26564.00,
1601,27.11.2019,Alpine Select AG,Erwerb,Namenaktien,2050,28905.00,
1602,27.11.2019,Barry Callebaut AG,Veräusserung,Namenaktien,150,303900.00,
1603,27.11.2019,LEM Holding SA,Erwerb,Namenaktien,50,67524.00,
1604,27.11.2019,Private Equity Holding AG,Erwerb,Namenaktien,300,17550.00,
1605,27.11.2019,Sika AG,Veräusserung,Namenaktien,600,105899.40,
1608,27.11.2019,VP Bank AG,Veräusserung,Namenaktien,400,60198.62,
1609,27.11.2019,VP Bank AG,Veräusserung,Namenaktien,310,46412.10,
1610,27.11.2019,nebag ag,Erwerb,Namenaktien,7870,77126.00,
1611,26.11.2019,AEVIS VICTORIA SA,Erwerb,Namenaktien,800000,6080000.00,
1612,26.11.2019,AEVIS VICTORIA SA,Erwerb,Namenaktien,750000,5700000.00,
1613,26.11.2019,Alpine Select AG,Erwerb,Namenaktien,1307,18428.70,
1614,26.11.2019,Barry Callebaut AG,Veräusserung,Namenaktien,211,422000.00,
1615,26.11.2019,Castle Alternative Invest AG,Veräusserung,Put Optionen,4000,1680.00,
1616,26.11.2019,Compagnie Financière Tradition S.A.,Veräusserung,Inhaberaktien,100,10450.00,
1617,26.11.2019,Elma Electronic AG,Erwerb,Namenaktien,44,19143.96,
1618,26.11.2019,Galenica AG,Erwerb,Namenaktien,1,75000.00,
1619,26.11.2019,Galenica AG,Erwerb,Namenaktien,1,60000.00,
1620,26.11.2019,Galenica AG,Erwerb,Namenaktien,1,46667.00,
1621,26.11.2019,Givaudan SA,Veräusserung,Namenaktien,61,179279.00,
1622,26.11.2019,HBM Healthcare Investments AG,Erwerb,Namenaktien,100,21000.00,
1623,26.11.2019,LEM Holding SA,Erwerb,Namenaktien,50,67998.00,
1624,26.11.2019,Private Equity Holding AG,Erwerb,Namenaktien,150,8775.00,
1625,26.11.2019,nebag ag,Erwerb,Namenaktien,700,6790.00,
1626,25.11.2019,AEVIS VICTORIA SA,Erwerb,Namenaktien,500,7280.00,
1627,25.11.2019,Alcon Inc.,Erwerb,Namenaktien,20000,1129114.16,
1630,25.11.2019,Castle Alternative Invest AG,Veräusserung,Put Optionen,34150,14684.50,
1631,25.11.2019,ObsEva SA,Erwerb,Namenaktien,20000,60832.00,
1632,25.11.2019,Poenina Holding AG,Veräusserung,Namenaktien,157915,7327256.00,
1633,25.11.2019,Poenina Holding AG,Erwerb,Namenaktien,157915,7327256.00,
1634,25.11.2019,Private Equity Holding AG,Erwerb,Namenaktien,150,8768.50,
1635,25.11.2019,Roche Holding AG,Erwerb,Andere Titel,373,113765.00,
1636,25.11.2019,Roche Holding AG,Erwerb,Andere Titel,90,27342.00,
1637,25.11.2019,SGS SA,Veräusserung,Call Optionen,2000,15600.00,
1638,25.11.2019,Sika AG,Veräusserung,Namenaktien,1006,175044.00,
1639,25.11.2019,Sika AG,Veräusserung,Call Optionen,2500,63000.00,
1640,25.11.2019,dormakaba Holding AG,Erwerb,Namenaktien,57,39501.00,
1641,25.11.2019,dormakaba Holding AG,Erwerb,Namenaktien,57,39501.00,
1642,22.11.2019,AEVIS VICTORIA SA,Veräusserung,Namenaktien,1521673,19739994.29,
1643,22.11.2019,AEVIS VICTORIA SA,Veräusserung,Call Optionen,76084,0.00,
1644,22.11.2019,AEVIS VICTORIA SA,Veräusserung,Put Optionen,1521673,0.00,
1645,22.11.2019,AEVIS VICTORIA SA,Veräusserung,Call Optionen,20000,0.00,
1646,22.11.2019,AEVIS VICTORIA SA,Veräusserung,Put Optionen,400000,0.00,
1647,22.11.2019,AEVIS VICTORIA SA,Erwerb,Namenaktien,500,7250.00,
1648,22.11.2019,AEVIS VICTORIA SA,Erwerb,Put Optionen,1521673,0.00,
1649,22.11.2019,AEVIS VICTORIA SA,Erwerb,Put Optionen,400000,0.00,
1652,22.11.2019,Bossard Holding AG,Veräusserung,Namenaktien,1000,164366.40,
1653,22.11.2019,Bossard Holding AG,Erwerb,Namenaktien,1500,249942.30,
1654,22.11.2019,Calida Holding AG,Erwerb,Namenaktien,4641,152688.90,
1655,22.11.2019,Calida Holding AG,Erwerb,Namenaktien,158,5198.20,
1656,22.11.2019,Castle Alternative Invest AG,Veräusserung,Put Optionen,2000,840.00,
1657,22.11.2019,Elma Electronic AG,Erwerb,Namenaktien,56,24640.00,
1658,22.11.2019,Givaudan SA,Veräusserung,Namenaktien,50,145400.00,
1659,22.11.2019,Investis Holding SA,Erwerb,Namenaktien,2000,152000.00,
1660,22.11.2019,Lonza Group AG,Veräusserung,Namenaktien,4000,1342309.50,
1661,22.11.2019,Private Equity Holding AG,Erwerb,Namenaktien,300,17700.00,
1662,22.11.2019,The Swatch Group AG,Veräusserung,Namenaktien,1000,53518.00,
1663,22.11.2019,Zur Rose Group AG,Veräusserung,Namenaktien,2000,190770.60,
1664,22.11.2019,nebag ag,Erwerb,Namenaktien,25007,243370.62,
1665,21.11.2019,AEVIS VICTORIA SA,Erwerb,Namenaktien,500,6800.00,
1666,21.11.2019,Bossard Holding AG,Veräusserung,Namenaktien,1500,244528.00,
1667,21.11.2019,Elma Electronic AG,Erwerb,Namenaktien,100,44000.00,
1668,21.11.2019,Peach Property Group AG,Veräusserung,Namenaktien,5000,176769.50,
1669,21.11.2019,SGS SA,Veräusserung,Namenaktien,50,127265.00,
1670,20.11.2019,AEVIS VICTORIA SA,Erwerb,Namenaktien,1000,13700.00,
1671,20.11.2019,ASMALLWORLD AG,Erwerb,Namenaktien,2000,5603.80,
1674,20.11.2019,Banque Cantonale Vaudoise,Veräusserung,Namenaktien,100,76792.00,
1675,20.11.2019,Datacolor AG,Erwerb,Namenaktien,900,506295.00,
1676,20.11.2019,Datacolor AG,Erwerb,Namenaktien,240,135012.00,
1677,20.11.2019,Datacolor AG,Erwerb,Namenaktien,100,56255.00,
1678,20.11.2019,Datacolor AG,Erwerb,Namenaktien,100,56255.00,
1679,20.11.2019,Datacolor AG,Erwerb,Namenaktien,100,56255.00,
1680,20.11.2019,Kardex AG,Veräusserung,Namenaktien,12000,1930296.00,
1681,20.11.2019,LumX Group Limited,Veräusserung,Namenaktien,50000,3300.00,
1682,20.11.2019,VP Bank AG,Veräusserung,Namenaktien,2188,327757.58,
1683,19.11.2019,AEVIS VICTORIA SA,Erwerb,Namenaktien,2000,27320.00,
1684,19.11.2019,Alpine Select AG,Veräusserung,Namenaktien,2484,35024.40,
1685,19.11.2019,Geberit AG,Veräusserung,Namenaktien,500,263685.40,
1686,19.11.2019,Givaudan SA,Veräusserung,Namenaktien,165,480012.00,
1687,19.11.2019,Givaudan SA,Veräusserung,Namenaktien,25,72669.00,
1688,19.11.2019,Givaudan SA,Veräusserung,Namenaktien,25,72500.00,
1689,19.11.2019,Mobimo Holding AG,Veräusserung,Namenaktien,500,143150.00,
1690,19.11.2019,Phoenix Mecano AG,Erwerb,Inhaberaktien,100,44550.00,
1691,19.11.2019,VP Bank AG,Veräusserung,Namenaktien,2,282.27,
1692,18.11.2019,AEVIS VICTORIA SA,Erwerb,Namenaktien,1000,13700.00,
1693,18.11.2019,Alpine Select AG,Erwerb,Namenaktien,13253,184142.20,
1696,18.11.2019,Geberit AG,Veräusserung,Namenaktien,1250,648909.00,
1697,18.11.2019,Geberit AG,Erwerb,Namenaktien,1250,452187.50,
1698,18.11.2019,Investis Holding SA,Erwerb,Namenaktien,309,23545.80,
1699,18.11.2019,ORIOR AG,Erwerb,Namenaktien,580,49919.90,
1700,18.11.2019,Orascom Development Holding AG,Erwerb,Namenaktien,5830,88610.17,
1701,18.11.2019,PIERER Mobility AG,Veräusserung,Inhaberaktien,101461,5467897.90,
1702,18.11.2019,PIERER Mobility AG,Erwerb,Inhaberaktien,8400,454710.56,
1703,18.11.2019,VZ Holding AG,Veräusserung,Namenaktien,966,93857.00,
1704,15.11.2019,AEVIS VICTORIA SA,Erwerb,Namenaktien,3000,41200.00,
1705,15.11.2019,Compagnie Financière Tradition S.A.,Veräusserung,Inhaberaktien,100,10350.00,
1706,15.11.2019,Geberit AG,Veräusserung,Namenaktien,405,210762.70,
1707,15.11.2019,Geberit AG,Erwerb,Namenaktien,405,114189.75,
1708,15.11.2019,Investis Holding SA,Erwerb,Namenaktien,444,33832.80,
1709,15.11.2019,ObsEva SA,Erwerb,Namenaktien,20000,49615.00,
1710,15.11.2019,Orascom Development Holding AG,Erwerb,Namenaktien,870,13056.31968,
1711,15.11.2019,VZ Holding AG,Veräusserung,Namenaktien,146,14225.00,
1712,15.11.2019,Walliser Kantonalbank,Veräusserung,Namenaktien,120,13620.00,
1713,14.11.2019,Credit Suisse Group AG,Veräusserung,Namenaktien,3470,44277.20,
1714,14.11.2019,Flughafen Zürich AG,Erwerb,Namenaktien,300,50610.00,
1715,14.11.2019,Investis Holding SA,Erwerb,Namenaktien,247,18821.40,
1718,14.11.2019,Orascom Development Holding AG,Erwerb,Namenaktien,2395,35807.645,
1719,14.11.2019,Sika AG,Veräusserung,Call Optionen,2500,47500.00,
1720,13.11.2019,Alpine Select AG,Erwerb,Namenaktien,26,361.40,
1721,13.11.2019,Barry Callebaut AG,Erwerb,Namenaktien,76,150595.00,
1722,13.11.2019,Flughafen Zürich AG,Erwerb,Namenaktien,5850,979306.00,
1723,13.11.2019,Givaudan SA,Veräusserung,Namenaktien,61,175375.00,
1724,13.11.2019,Liechtensteinische Landesbank AG,Veräusserung,Namenaktien,1500,97571.90,
1725,13.11.2019,SIG Combibloc Group AG,Veräusserung,Namenaktien,399927,5319029.10,
1726,13.11.2019,SIG Combibloc Group AG,Veräusserung,Namenaktien,281055,3738031.50,
1727,13.11.2019,SIG Combibloc Group AG,Veräusserung,Namenaktien,174299,2318176.70,
1728,13.11.2019,SIG Combibloc Group AG,Veräusserung,Namenaktien,158458,2107491.40,
1729,13.11.2019,SIG Combibloc Group AG,Veräusserung,Namenaktien,149657,1990438.10,
1730,13.11.2019,SIG Combibloc Group AG,Veräusserung,Namenaktien,31977,425294.10,
1731,13.11.2019,SIG Combibloc Group AG,Veräusserung,Namenaktien,14882,197930.60,
1732,13.11.2019,Straumann Holding AG,Veräusserung,Namenaktien,150,135000.00,
1733,13.11.2019,nebag ag,Veräusserung,Namenaktien,8025,80250.00,
1734,12.11.2019,AEVIS VICTORIA SA,Erwerb,Namenaktien,3800,50616.00,
1735,12.11.2019,AEVIS VICTORIA SA,Erwerb,Namenaktien,1000,13550.00,
1736,12.11.2019,Credit Suisse Group AG,Veräusserung,Namenaktien,50000,652000.00,
1737,12.11.2019,Galenica AG,Erwerb,Namenaktien,1740,100074.00,
1740,12.11.2019,Jungfraubahn Holding AG,Erwerb,Namenaktien,710,31950.00,
1741,12.11.2019,PSP Swiss Property AG,Veräusserung,Namenaktien,500000,65300000.00,
1742,12.11.2019,Sulzer AG,Veräusserung,Namenaktien,2750,294253.50,
1743,11.11.2019,Alpine Select AG,Erwerb,Namenaktien,5241,73074.00,
1744,11.11.2019,Givaudan SA,Veräusserung,Namenaktien,100,285500.00,
1745,11.11.2019,Liechtensteinische Landesbank AG,Erwerb,Namenaktien,8000,507894.00,
1746,11.11.2019,Phoenix Mecano AG,Erwerb,Inhaberaktien,100,44000.00,
1747,11.11.2019,Swisscom AG,Erwerb,Namenaktien,1,91875.00,
1748,11.11.2019,nebag ag,Erwerb,Namenaktien,97879,950150.60,
1749,10.11.2019,Jungfraubahn Holding AG,Erwerb,Namenaktien,850,38250.00,
1750,08.11.2019,BELIMO Holding AG,Veräusserung,Namenaktien,25,162500.00,
1751,08.11.2019,DUFRY AG,Veräusserung,Namenaktien,2000,194913.90,
1752,08.11.2019,Gurit Holding AG,Veräusserung,Inhaberaktien,45,64070.00,
1753,08.11.2019,INFICON Holding AG,Veräusserung,Namenaktien,100,70050.00,
1754,08.11.2019,LEM Holding SA,Erwerb,Namenaktien,50,64984.00,
1755,08.11.2019,Schindler Holding AG,Veräusserung,Namenaktien,2750,652169.40,
1756,08.11.2019,nebag ag,Erwerb,Namenaktien,13810,138100.00,
1757,07.11.2019,AEVIS VICTORIA SA,Erwerb,Namenaktien,1000,13250.00,
1758,07.11.2019,Alpine Select AG,Erwerb,Namenaktien,3500,48650.00,
1759,07.11.2019,LEM Holding SA,Erwerb,Namenaktien,50,63746.00,
1762,07.11.2019,SGS SA,Veräusserung,Namenaktien,20,51200.00,
1763,07.11.2019,SGS SA,Erwerb,Namenaktien,130,330090.00,
1764,07.11.2019,Schindler Holding AG,Veräusserung,Namenaktien,1000,239000.00,
1765,07.11.2019,Schindler Holding AG,Veräusserung,Namenaktien,1000,238200.00,
1766,07.11.2019,nebag ag,Erwerb,Namenaktien,5010,49599.00,
1767,06.11.2019,AEVIS VICTORIA SA,Erwerb,Namenaktien,2000,26820.00,
1768,06.11.2019,ASMALLWORLD AG,Veräusserung,Namenaktien,34570,99907.30,
1769,06.11.2019,ASMALLWORLD AG,Erwerb,Namenaktien,1100,3143.00,
1770,06.11.2019,Adecco Group AG,Veräusserung,Namenaktien,460,27370.00,
1771,06.11.2019,Credit Suisse Group AG,Veräusserung,Namenaktien,1800,23207.40,
1772,06.11.2019,HBM Healthcare Investments AG,Veräusserung,Andere Titel,5500,1092331.40,
1773,06.11.2019,SGS SA,Veräusserung,Namenaktien,40,103600.00,
1774,06.11.2019,Schindler Holding AG,Veräusserung,Namenaktien,1191,282267.00,
1775,06.11.2019,Schindler Holding AG,Veräusserung,Andere Titel,385,94325.00,
1776,06.11.2019,Schindler Holding AG,Veräusserung,Namenaktien,189,18741.24,
1777,06.11.2019,The Swatch Group AG,Veräusserung,Namenaktien,2000,110050.00,
1778,06.11.2019,nebag ag,Erwerb,Namenaktien,480,4728.00,
1779,05.11.2019,AEVIS VICTORIA SA,Erwerb,Namenaktien,150000,1860000.00,
1780,05.11.2019,AEVIS VICTORIA SA,Erwerb,Namenaktien,5000,67000.00,
1781,05.11.2019,Bâloise Holding AG,Erwerb,Namenaktien,116,21123.60,
1784,05.11.2019,Gurit Holding AG,Veräusserung,Inhaberaktien,100,140804.00,
1785,05.11.2019,Komax Holding AG,Veräusserung,Namenaktien,344,77400.00,
1786,05.11.2019,Logitech International S.A.,Veräusserung,Namenaktien,10140,337184.25,
1787,05.11.2019,Rieter Holding AG,Veräusserung,Namenaktien,500,70900.00,
1788,05.11.2019,nebag ag,Erwerb,Namenaktien,1300,12855.05,
1789,04.11.2019,Alpine Select AG,Erwerb,Namenaktien,147,2043.30,
1790,04.11.2019,Geberit AG,Veräusserung,Namenaktien,1232,628320.00,
1791,04.11.2019,Geberit AG,Veräusserung,Namenaktien,192,99840.00,
1792,04.11.2019,Geberit AG,Erwerb,Namenaktien,1232,284838.40,
1793,04.11.2019,Glarner Kantonalbank,Erwerb,Namenaktien,622,19717.40,
1794,04.11.2019,Lalique Group SA,Erwerb,Namenaktien,400,15120.00,
1795,04.11.2019,Lalique Group SA,Erwerb,Namenaktien,200,7520.00,
1796,04.11.2019,Lalique Group SA,Erwerb,Namenaktien,200,7480.00,
1797,04.11.2019,Logitech International S.A.,Veräusserung,Namenaktien,34284,1133195.36,
1798,04.11.2019,SGS SA,Veräusserung,Namenaktien,17,43463.00,
1799,04.11.2019,Schindler Holding AG,Veräusserung,Andere Titel,900,218882.20,
1800,04.11.2019,Schindler Holding AG,Veräusserung,Namenaktien,1026,100855.80,
1801,04.11.2019,Straumann Holding AG,Veräusserung,Namenaktien,100,88900.00,
1802,04.11.2019,Swissquote Group Holding Ltd,Erwerb,Namenaktien,1574,48337.54,
1803,04.11.2019,VP Bank AG,Veräusserung,Namenaktien,738,112956.39,
1806,04.11.2019,nebag ag,Erwerb,Namenaktien,635,6254.75,
1807,01.11.2019,BELIMO Holding AG,Veräusserung,Namenaktien,160,992000.00,
1808,01.11.2019,Galenica AG,Veräusserung,Namenaktien,2000,118000.00,
1809,01.11.2019,Geberit AG,Veräusserung,Namenaktien,9102,1431289.50,
1810,01.11.2019,Geberit AG,Erwerb,Namenaktien,13140,4587831.00,
1811,01.11.2019,Glarner Kantonalbank,Erwerb,Namenaktien,378,11982.60,
1812,01.11.2019,Logitech International S.A.,Veräusserung,Namenaktien,26426,853223.33,
1813,01.11.2019,Medartis Holding AG,Erwerb,Namenaktien,1500,64465.50,
1814,01.11.2019,SoftwareONE Holding AG,Erwerb,Namenaktien,10000,180000.00,
1815,01.11.2019,Swissquote Group Holding Ltd,Erwerb,Namenaktien,788,33805.04,
1816,01.11.2019,VP Bank AG,Veräusserung,Namenaktien,309,47373.56,
1817,01.11.2019,Valora Holding AG,Veräusserung,Namenaktien,472,134048.00,
1818,31.10.2019,Alpine Select AG,Erwerb,Namenaktien,500,7000.00,
1819,31.10.2019,Compagnie Financière Tradition S.A.,Veräusserung,Inhaberaktien,100,10200.00,
1820,31.10.2019,Credit Suisse Group AG,Veräusserung,Namenaktien,34280,417824.18,
1821,31.10.2019,Credit Suisse Group AG,Veräusserung,Namenaktien,8850,107282.66,
1822,31.10.2019,INFICON Holding AG,Veräusserung,Namenaktien,105,74432.49,
